qid,query,doc_id,rating,sentiment,sources,ranks,label,is_random,text
Q2,bad service restaurant,94123,2.0,negative,RANDOM,"{""RANDOM"": null}",0,1,"Food was ok, nothing special about it. I ordered the panang curry with tofu and it came with four cubes of tofu, less than 1"". It did come with about 20 pieces of zucchini."
Q2,bad service restaurant,97136,5.0,positive,RANDOM,"{""RANDOM"": null}",0,1,Beautiful restaurant in historic building.  Fun atmosphere and great food selection.  Liked their bourbon...bought a bottle to take home. Will be back.
Q2,bad service restaurant,98032,5.0,positive,RANDOM,"{""RANDOM"": null}",0,1,"A group of colleagues and I visited one afternoon for lunch.  We were given a sample of the soup of the day so we could decide if we wanted to order some.  I had the chicken bacon ranch wrap which was a special of the day.  It came with soup (southwest chicken) and fries.  The soup was ok, very different.  The wrap and fries were delicious!  I left stuffed.  The staff was more than attentive and friendly.  It was inviting and the staff friendly.  I will definitely be returning."
Q3,friendly staff cafe,99469,3.0,neutral,BM25;RRF;TFIDF;TRANSFORMER,"{""BM25"": 4, ""RRF"": 1, ""TFIDF"": 3, ""TRANSFORMER"": 1}",3,0,"Got a groupon for an hour ride for $39, awesome deal! Originially $80-$90 an hour. Great service and fun times. Highly recommended if you want a good time on the water!  We went with my parents and had so much fun. From the marina, you ride the jet skis through the intercoastal waters and then go in between Honeymoon Island and Caladesi Island to the gulf.  We spent a little time out there, the waters were a little rough, so we decided to stay in the calm areas.  They Jet Skis were fast and takes off really well.    So. Much. Fun!"
Q3,friendly staff cafe,2797,4.0,positive,BM25;RRF;TFIDF;TRANSFORMER,"{""BM25"": 12, ""RRF"": 2, ""TFIDF"": 9, ""TRANSFORMER"": 3}",3,0,"Had the platter! Everything was AMAZING!!! Smoked chicken is hard to perfect, but this was probably the best I've ever had!! Both times I ordered it! Very tasty & not dried out!! Someone has perfected the recipe!!"
Q3,friendly staff cafe,7741,5.0,positive,BM25;RRF;TFIDF;TRANSFORMER,"{""BM25"": 2, ""RRF"": 3, ""TFIDF"": 2, ""TRANSFORMER"": 3}",3,0,fast service and superb skills. this is by far the best locksmith I've used in ages!
Q3,friendly staff cafe,5680,4.0,positive,BM25;RRF;TFIDF,"{""BM25"": 1, ""RRF"": 5, ""TFIDF"": 9}",3,0,"Hands down the best gyro I have ever had.  I have liked pretty much every gyro I have ever eaten because really, what is there NOT to like? So what makes this one stand apart?  The variety of gyro toppings/meat choices/sauces isn't staggering, but definitely impressive nonetheless.  A gyro with hot sauce?  SIGN ME UP!  It was called the gyro picanti and it was the most scrumptious meat treat I can remember ever eating.  The presentation is tight and it is perfectly layered to make each bite complex.  The hot sauce plays off the tzatziki as if it was meant to be (think blue cheese and wings).    While the gyro was inspired, the pasta salad was nothing to write home about and this is clearly a take-out place as their is nothing inviting you to stay and sit.  You have to get your own silverware and such.    Winner, winner gyro dinner."
Q3,friendly staff cafe,99607,1.0,negative,BM25;RRF;TRANSFORMER,"{""BM25"": 5, ""RRF"": 2, ""TRANSFORMER"": 4}",3,0,"TERRIBLE!!! Overpriced and they don't listen. We just left with our 2 year old. They asked what I wanted and I told them ""clipped on the sides.. Longer on top. I don't spike it. I shag it forward"". We left with a $20 buzz cut that was spiked in the front. I definitely do NOT recommend this place."
Q3,friendly staff cafe,43664,5.0,positive,BM25;RRF;TRANSFORMER,"{""BM25"": 8, ""RRF"": 3, ""TRANSFORMER"": 5}",3,0,"We went close to closing time, and I was worried the buffet would have limited options as sometimes happens with a buffet. That was absolutely not the case. There was plenty and it was all hot, fresh, and delicious. We took our daughter because she had never had Indian food. It was a hit!"
Q3,friendly staff cafe,56308,4.0,positive,RRF;TRANSFORMER,"{""RRF"": 1, ""TRANSFORMER"": 2}",3,0,Great approach and delicious! Ambiance was amazing the thought put into each dish shows. Try to make it here every time I'm in town.
Q3,friendly staff cafe,67786,1.0,negative,RRF;TRANSFORMER,"{""RRF"": 4, ""TRANSFORMER"": 1}",3,0,Worst customer service ever! We came in and sat for about 15 mins until the server came by and then after taking the order we waited 10 minutes just waiting on the waters. I forgot to mention we were a table of 4. Not a big party. So after being there for 25 mins we left without getting anything that we ordered not even the water. First time in this place and never coming back
Q3,friendly staff cafe,93064,2.0,negative,BM25;TFIDF,"{""BM25"": 14, ""TFIDF"": 1}",3,0,"Use to be our favorite go to tire place. Super friendly staff, good prices and very fast. We have bought at least four sets of tires from them and two set rims. The past two visits have been everything but pleasant. Both times we had appointments and both times when we arrived we were told they bumped our appointment. One time it took over 3.5 hours to have our truck tires rotated. Tonight they told us that even though we had an appointment to switch out our summer/winter tires they wouldn't be able to get us in and out within an hour. This is an appointment that should take 15 minutes.  After tonight I think it is time to take our business elsewhere."
Q3,friendly staff cafe,43358,3.0,neutral,BM25;TFIDF,"{""BM25"": 12, ""TFIDF"": 2}",3,0,"Here on business and ate at this restaurant twice. I am being generous with 3 stars because the food was OK as expected. Service was good on the first visit and that's why the 3. Food was good both times. On the second visit, had very poor service from my waitress. They were busy it was Saturday night. The attitude of my server when I had my meal served with the wrong type of chicken was, ""that's what you ordered"". It was not. She exchanged it quickly and was short when I paid. It's a thankless job but telling a customer even at JRs it's your fault will be why I won't go back."
Q3,friendly staff cafe,42038,2.0,negative,BM25;RRF,"{""BM25"": 5, ""RRF"": 4}",3,0,"Everyone loves it here. I clearly am not everyone. Which is sad, because I had really been wanting to try it, so I made a res for brunch on opentable, and despite planning ahead, it still took 20 min to get us a table. Once seated, our waitress took forever to come over, and I'm pretty sure she never heard the expression ""service with a smile"" as she had a dour frown the whole time she negligently ""served"" us. We got egg dishes that were clearly fresh and could have been outstanding, but lacking spice (and love). When we asked for toast, she told us there was no bread. Like the bread that came with our eggs. There was none. So I guess the bread we had was a mirage. Perhaps it was just a bad day. But I'd have to be strongly persuaded to ever go back. NOTE: This is the worst review I've ever given (I generally only Yelp if I love something), so it's not as though I like to pan places--I went here with high hopes--but it disappointed me on all fronts so I'll stick to Silk City or Farmacia for furture brunches."
Q3,friendly staff cafe,45525,3.0,neutral,RRF;TRANSFORMER,"{""RRF"": 4, ""TRANSFORMER"": 4}",3,0,"These donuts were pretty good, a bit more cakey than other donuts we've had, but the unique flavors had us really interested. We ordered the the apple jelly filled, the cranapple filled, and two classic chocolate donuts. They were good to try. I will say there wasn't a ton of filling in the jelly-filled donuts, we were surprised at how little. They tasted as though they were a couple days old. The customer service was top notch, though.   The location was great when we arrived (shortly after 9:30am on a Friday) but I'd imagine it could get very cramped very quickly. I was surprised there wasn't really any place to eat the donuts in the shop, but we found a park nearby."
Q3,friendly staff cafe,58931,5.0,positive,BM25;TFIDF,"{""BM25"": 7, ""TFIDF"": 6}",3,0,"I want to give a shout out to Joe O who helped us a few days ago-- he was great!  Probably the best verizon interaction experience I've had.  I've gone to this store before and left without  having gotten anything except frustrated, but Joe was great!  Clear, helpful, patient, and so nice!  Thanks Joe!"
Q3,friendly staff cafe,41017,5.0,positive,RRF;TRANSFORMER,"{""RRF"": 9, ""TRANSFORMER"": 8}",3,0,Hands down best BBQ in the area. I have been coming here for years with complete satisfaction. Fantastic lunch specials.  Alex himself makes the BBQ sauce and it is DELICIOUS!
Q3,friendly staff cafe,534,4.0,positive,TRANSFORMER,"{""TRANSFORMER"": 1}",2,0,"Friendly staff, good selection, fair prices."
Q3,friendly staff cafe,5681,4.0,positive,RRF,"{""RRF"": 1}",2,0,"Decent place to study, work and what have you. Awesome, friendly and smiley staff. Moderately priced cafe fare. Ample tables and outlets. Hands down one of my fav cafes in Philly."
Q3,friendly staff cafe,76809,4.0,positive,TRANSFORMER,"{""TRANSFORMER"": 1}",2,0,"I've been to a ton of Starbucks in Philadelphia, in New Jersey, in Delaware. But this 18th and Chestnut Starbucks was amazingly impressive. The Baristas were friendly, but not overly fake.  They were prompt with my order, and asked me out of courtesy if I wanted it a bit hotter since it was cold out.  I loved the upstairs seating which has an awesome view of Chestnut Street.   You may think that all Starbucks are the same, but this is totally not the case whatsoever.  Also worth mentioning is that the bathroom was very clean."
Q3,friendly staff cafe,86052,5.0,positive,TFIDF,"{""TFIDF"": 1}",2,0,"I am so happy that I found an organic cafe near the beach! I went for breakfast, and there were many healthy options and amazing smoothies. I got the coconut supreme smoothie and it was amazing, I even got to try some fresh coconut right out of the coconut shell! The Turkish coffee is equally amazing. The owners are very friendly and accommodating if you have any special requests (e.g. specific milk you prefer, substitutions etc..). I highly recommend this cafe if you are looking for something organic, healthy, and delicious!"
Q3,friendly staff cafe,4895,5.0,positive,BM25,"{""BM25"": 2}",2,0,"Visiting Philadelphia from Chicago, and came into this store to purchase souvenirs for family. We found more than we even expected! We purchase so many items because the prices were great. We found souvenirs and even more! The owner was amazing and helped us pick out some of our gifts to take back home! We spent and hour there shopping and talking with the owner and didn't want to leave! Thank you for such a great experience in south Philly! -Nicole and Michelle"
Q3,friendly staff cafe,6015,4.0,positive,TRANSFORMER,"{""TRANSFORMER"": 2}",2,0,I just had a relaxing shave and a nice cut from Billy. A nice authentic barber experience for the lads. The staff is friendly and welcoming. The space is comfortable and they offer coffee or tea to make you feel at home. Recommended.
Q3,friendly staff cafe,28631,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 3}",2,0,"My wife and I love this restaurant. The sushi and Thai food is fresh, the establishment is fancy, and the staff is friendly. Weekends are usually packed so we enjoy the takeout just as much!"
Q3,friendly staff cafe,32867,4.0,positive,TFIDF,"{""TFIDF"": 3}",2,0,"The Cuban sandwich with the pulled pork / brisket was out of this world. So savory, juicy with perfect crunch in the bread. Definitely don't need the whole thing, would recommend splitting with a friend and getting fries or a side salad to share. But let's be real, the leftover version was just as divine. I think about this sandwich often... only deducting a star as I'm not super fond of the waitstaff here. I'm all for a good ""hipster"" waitstaff but not when you're going to act negligent to your patrons and mosey about while we only have an hour lunch break! It won't keep me from going back but definitely didn't appreciate that aspect!"
Q3,friendly staff cafe,4896,5.0,positive,RRF,"{""RRF"": 3}",2,0,"Amazing atmosphere! Everybody tries to get you to go to cafe du monde, but don't write off cafe beignet! The awesome live band drew me in. The staff was super friendly, and the beignets and pralines are ridiculously good!!!"
Q3,friendly staff cafe,86366,1.0,negative,TRANSFORMER,"{""TRANSFORMER"": 3}",2,0,"Dangerous place to shop at night. Manager turns off half the lights, completely darkens the produce section, the employess are unhappy and get hurt on the job re: lack of light. Had to use cell phone flash light to see in places. Their offerings are wonderful, but the poor attitude and the darkend aisles are scary. Stay open or stay closed, but don't treat people this way. I may never come back. I have been there previously with great results, but tonight's visit was really beyond the pale. Workers don't want to engage with customers when they are asked for assistance. Seriously, why stay open? Shop Rite, Acme, and Fresh Grocer (the old Pathmark) are close by. SAD"
Q3,friendly staff cafe,20387,4.0,positive,TFIDF,"{""TFIDF"": 4}",2,0,"Everyone loves Bulk Barn and so do I!   So many aisles of awesome stuff, I definitely wasn't expecting what I saw when I went in.. I was expecting just standard bulk bins and then just big club pack bags.. not ALL bins. Once I walked through the candy aisles I got so frustrated because there were so many options I seriously ended up getting none haha. My chief complaint about this place was..well..  I was a ""baddie"" and sampled some of the candy and I didn't find them to be too tasty. I mean this in the sense of, you're used to buying Maynard's fuzzy peaches but now you're buying dollar store furry tangerines.  Also with some of the bagged candy I ended up buying anyways some of it tasted a bit older like it has been sitting on the shelf for a bit. Either way I was really impressed with the selection they had here. Peanut butter seriously??!?!!"
Q3,friendly staff cafe,50643,2.0,negative,TFIDF,"{""TFIDF"": 4}",2,0,"I gotta disagree with the others.  The donuts here are fine, but nothing, NOTHING here is made from scratch.  Take a look at the tubs of filling and mixes in the back.  On the upside, you can get a handy, clean used bucket for $1."
Q3,friendly staff cafe,86400,3.0,neutral,BM25,"{""BM25"": 4}",2,0,"A good place and it certainly has its high points but it also has some weaknesses that  detract. An excellent selection of wines by the glass at very fair prices; they really know what they are doing here. Menu is pretty trendy and not overly creative, in step with what other hip restaurants are doing these days. But execution falls short sometimes. To wit, a bouillabaisse that was way, way over-salted and included three of five un-opened mussels. But, I suppose, in fairness, ordering seafood in the middle of a desert.... A vegetarian plate called Summer Vegetables centered on a described five-onion risotto with blue cheese. But a warm-spice seasoning -- five spice powder? maybe something North African? not sure -- simply failed. It didn't work with the blue cheese at all, and I wouldn't be willing to testify under oath that I could taste any onions (one of my favorite things). Still, grilled baby zucchini were deeply infused with rich, maybe mesquite, smoke and were sublime. Possibly the best thing I've tasted all summer, and I'm usually bored by zucchini. An ordinary mesclun salad was fresh and tasty, dressed lightly; a slab of heirloom tomato was nice; fresh little French green beans were cooked perfectly. A corn coulis was pleasant; radicchio was there as advertised, just not much of it, maybe a few scraps. I wanted to like the dish more, and I would have but for that dissonant risotto. Others in our party enjoyed their meat-based entrees which are perhaps a more likely bet in the Southwest. Service was good, staff welcoming and friendly. Decor is evocative of an old rail dining car without being goofy, but rather quite nicely stylish."
Q3,friendly staff cafe,88782,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 4}",2,0,Favorite place to buy gifts. Whoever purchases their stuff has great eye and sense of humor. Friendly staff. Dog-friendly.
Q3,friendly staff cafe,50485,4.0,positive,TFIDF,"{""TFIDF"": 5}",2,0,"This place is hidden a little and never thought to go there. Boy was I bummed that I hadn't went sooner. I've now been twice, once for breakfast and once for dinner. Both times the service was great and food was delicious! I love sitting out side there and it is very charming. I highly recommend this place! Menu has great selections too."
Q3,friendly staff cafe,61738,4.0,positive,RRF,"{""RRF"": 5}",2,0,"I get sushi from here to go at least once a month, it's fast and convenient and pretty good. I won't fool anyone into thinking this is the best sushi in the world but for the CWE it's legit. My favorite rolls are the Caterpillar and West Pine, with the Vegas roll (basically a fried Philly roll) being a close third. Their seaweed salad is delectable! I also like that they provide complimentary miso soup and salad, although for an upcharge I always swap out the regular salad for seaweed salad. I've really stuck to the rolls only on their menu so I can't attest to how well they do anything else; however, they've always gotten my orders right to go over the phone and are some of the most pleasant restaurant people in the area."
Q3,friendly staff cafe,7742,4.0,positive,RRF,"{""RRF"": 5}",2,0,I tried the Diablo omelette I like spicy and it was delicious staff was friendly good Corner Cafe
Q3,friendly staff cafe,77871,4.0,positive,TRANSFORMER,"{""TRANSFORMER"": 5}",2,0,Felicias is the best on the Main Line and even Philly for that matter.   Nice wholesome ingredients with a delicious brick oven flavor. The staff is friendly and accommodating. Their pizzas are simply awesome. And their staff is super charming.   This is by far the best pizza on the Main Line! The brick oven flavor is fabulous!
Q3,friendly staff cafe,94949,2.0,negative,TRANSFORMER,"{""TRANSFORMER"": 5}",2,0,"I wish I could have finished my platter before I had the urge to write a review, but alas I cannot. My disappointment has overwhelmed me.   After moving to the area a few months ago, I have been searching out a good Middle Eastern restaurant to satisfy the craving of my Lebanese roots. I could live on hummus, fatoosh salads and garlic sauce all the days of my life. So I decided to try this place with the hope I would find ""my spot"".  I got the Chicken Shish Tawook platter with a side of hummus and grape leaves.   Chicken was cubed, chewy and lacking spices.... as was the rice it was laying on. Hummus? The exact same flavorless disappointment as the chicken. No.Flavor.Whatsoever. I was hoping the garlic sauce would help me ignore the frustration that was my platter......until I realized the garlic sauce was made with mayo. MAYO, people!! I nearly cried. What a freakin' sin.  The best thing on my plate you ask? The 2 little grape leaves sadly sitting atop a small garden salad. They were pretty lackluster, but after the atrocity that was the rest of my platter...my palate welcomed a little flavor.  The small salad was served with a container of generic oil/vinegar dressing. Blah blah blah  Overall.... Not happy. I probably won't be returning unless I forget the sadness I felt after tonight's meal. :("
Q3,friendly staff cafe,14998,4.0,positive,TFIDF,"{""TFIDF"": 6}",2,0,My local supermarket of choice. I have shopped here consistently since 2000. It is a very busy store with a lot of walk in customers. Self-scan is convenient for small orders. It now carries a lot more selection of local products. The busiest shopping day of the week is generally Sundays.
Q3,friendly staff cafe,45278,3.0,neutral,TRANSFORMER,"{""TRANSFORMER"": 6}",2,0,"What is GREAT about this Starbucks is its location, as Gerald S noted.   Given the dearth of decent ""to go"" coffee purveyors in this area, Starbucks is a nice addition to this neighborhood.   As other Yelpers have noted, this is a relatively small store.  It has comfy chairs and is a nice place to meet a friend for coffee and convo. The staff is pleasant and helpful even if they are not always burdened with a sense of urgency."
Q3,friendly staff cafe,72638,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 6}",2,0,Excellent food! Promptness when ordering take out! Very satisfied customer! Located south of Gandy.
Q3,friendly staff cafe,98821,5.0,positive,TFIDF,"{""TFIDF"": 6}",2,0,"Very kind, professional vet. I came in last week with my sick beagle who I had been very close with, and I was having a hard time myself. They accommodated me in every way. They unfortunately had to put him down..but they handled me and my situation in the best way!"
Q3,friendly staff cafe,13327,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 7}",2,0,"Everything went perfect! I don't shoot often so i was a little nervous, but the staff is very friendly and comforting. It was all very easy process, will def be back!"
Q3,friendly staff cafe,31958,4.0,positive,RRF,"{""RRF"": 7}",2,0,"I'm not a sushi connoisseur, and admittedly my taste in the Japanese food craze is waning lately.  But, the food here is reasonably priced and tastes good.  Generally when my wife and I go here, we get a handful of rolls along with a full meal.   Pro's: 1) Food: Good and reasonably priced. 2) Atmosphere: Very nice inside, but usually quite empty. 3) Wait staff: Friendly and no problems with order. 4) Parking: Easy.  Con's: None really."
Q3,friendly staff cafe,91148,5.0,positive,TFIDF,"{""TFIDF"": 7}",2,0,I went to a birthday party that was catered by Mr. Pasta. The meatballs were tender and delicious. The sauce tasted just like my Nan's.  We also had baked ziti which was filled with cheese and delicious sauce in every bite. I  am a big fan and I will definitely stop into the restaurant soon.
Q3,friendly staff cafe,99476,5.0,positive,RRF,"{""RRF"": 7}",2,0,"Cafe Piazza has it going on!! They have such fresh ingredients, fantastic atmosphere, friendliest staff I have encountered in a very long time! We will definitely be back!"
Q3,friendly staff cafe,23882,5.0,positive,TFIDF,"{""TFIDF"": 8}",2,0,"I personally find food trucks can either be a hit or miss and when they were out of what I wanted (shrimp) I thought it would be a miss, but I was pleasantly surprised! The tacos I had were delicious (small, but filled with a lot) and I also had a quesadilla, which was so flavorful and good! The prices were super reasonable and cheap in my opinion, my boyfriend and I both ate and were full for $18. The staff was so nice and hard working! Definitely will be back soon to this hidden spot!"
Q3,friendly staff cafe,40021,2.0,negative,RRF,"{""RRF"": 8}",2,0,"Hmmm.  I hoped to enjoy this place - and above all, the service was excellent during my lunch visit.  The menu is interesting if a little pricey.  I enjoyed the carrot/ginger soup and a fresh green salad.  I also had the crabmeat flat bread, it was riddled with (presumably) crab shell.  Inedibley riddled.  In Melodia's defense, I was the guest of a friend, we were talking up a storm and did not want to address the issue at that time. Given the attentive service, I have no reason to doubt that the matter would have been appropriately remedied had I brought it to their attention.  But really, how off does the kitchen have to be on a given day to make that kind of mistake on one of its signature dishes?  It seems the cook may actually be attempting to sabotage the business."
Q3,friendly staff cafe,56965,2.0,negative,TFIDF,"{""TFIDF"": 8}",2,0,"This was another place suggested by some of my friends. Maybe they dont get out much. I heard that this place was just as good as my all time favorite place in Tucson. They come pretty close but I can name a few other places that are much better. Good thing is, they are not the worse.   Me and my coworker decided to order iluv Pho for lunch to-go. I ordered the pho dac biet. I didn't know the number of my order, obviously, but every vietnamese restaurant names their ""house"" pho, the one with all the meats, Dac Biet. Which I explained very clearly and was still given the wrong order. Which is fine considering I'm not very picky. Upon opening my box, I notice there was no basil, the only herb I look forward to having in my pho. Disappointed, they could of told me they were out and not leave me with the impression that they dont serve basil with their pho. Lastly, the portions were ridicously small. Me, being the peitite little asian that I am, never finishes a small size of pho. Maybe if I'm starving (which wasnt the case this time) but  I would be completely stuffed and unbuttoning my pants after I'm done. I finished my pho and soup and was still digging for more.   Lets leave a better impression on me next time guys."
Q3,friendly staff cafe,78200,2.0,negative,TFIDF,"{""TFIDF"": 8}",2,0,Stayed at hotel for conference. Customer service is really lacking. Waited in a long line to check in and only 2 people registering guests. Clerk was rather rude about credit card info was not faxed even though room was already paid for. Signage for conference was minimal and difficult to follow. When I came back to my room at lunch break there were men were in my room. I was told my room was vacant and I must be at the wrong room. When I produced my key and pointed to all of my belongings then they finally left. My room was not cleaned by 5pm and when the maid arrived he asked if I wanted towels. I guess they don't clean the rooms everyday. The hotel is beautiful. Food is marginal at best.
Q3,friendly staff cafe,99777,5.0,positive,RRF,"{""RRF"": 8}",2,0,"I had been waiting for this restaurant to open from practically the second I heard it was coming and I have to say it was worth the wait!  I decided to put off reviewing until I had gone a couple of times, but now after my 3rd trip, I can't wait any longer before singing Izakaya Ren's praises!  I'm very excited to have a sushi restaurant so close by (less than a mile from home) and I have been extremely impressed with it every time I have been in.  I've only been there on Thursday and Sunday evenings, so I have no idea the service during peak times (ie. Friday and Saturday nights), and I can't comment on their lunch menu, but their dinner menu is divine.  I've been trying to eat my way through their menu and I've tried different rolls, skewers and sushi and have loved everything I've tried.    Everyone is very friendly there, and willing to make recommendations if you ask, or even if you are just open to receive recommendations.  My most recent recommendation was Lemon Jozu, which is a vodka cocktail that compliments sushi perfectly!  All in all, I imagine I will be a regular at Izakaya Ren, especially since when the weather warms up it is well within walking distance."
Q3,friendly staff cafe,14350,5.0,positive,TFIDF,"{""TFIDF"": 9}",2,0,"Working out with Adam is awesome. He not only has great knowledge and knows perfect form, but he also has a fun personality and I really enjoy the workouts. Adam knows how to teach and gives everyone the attention they need. You will be impressed with your strength gains if work out under Adam and do what he says. I would definitely recommend him and this gym."
Q3,friendly staff cafe,27753,4.0,positive,BM25,"{""BM25"": 9}",2,0,"Thanks, Dan, for solving our issues. Now I can say I'm satisfied with the final outcome."
Q3,friendly staff cafe,33741,5.0,positive,BM25,"{""BM25"": 9}",2,0,Sushi Bar never disappoints! The flavor of the food here is consistent. The Jalapeño Roll is my all time favorite. Not many rolls have a good combo of flavor and are actually spicy. The jalapeño sauce on top makes it. Other rolls here are great too just have my favorite there.
Q3,friendly staff cafe,52329,4.0,positive,BM25,"{""BM25"": 9}",2,0,"Celebrated a post Phillies victory here last week. I hadn't been in the Rittenhouse Square district in a while, so I asked my friend if we could eat in the area.   The place was a lot smaller than I imagined, but I loved the ambiance of the bar/restaurant- small booths and high top tables, the subway tile, the old school looking bar.   Our server was very friendly and started us right away with plenty of water. It was amazingly hot that day, so we both passed on drinks. We had taken a look at the menu while at the game, and we were intrigued by their pickle menu. Our server suggested the turnips and kale, and we decided to go with that. The mason jar full of pickled turnips and kale, served with creamy ricotta and olive tapenade was just what we needed, since we didn't have a big meal during the game (and we were pretty hungry). The ricotta spread was creamy, and though I am not a huge fan of olives (i avoid them usually) the tapenade was soooooo good- briny and just enough olive, but smooth without being too overpowering.   My friend got the veggie burger, and I got a regular burger and we split an order of their duck fat fries. The burgers came out promptly and I loved that mine was this perfectly shaped patty, cooked to order, and I loved the thousand island dressing as the condiment. My friend's massive veggie burger looked good too- it was topped with tons of avocado. The fries were soooo good too- crisp and salty, thick and substantial, without being too greasy. We ate the last crumb!  Our bill was reasonable, considering we didn't have any alcohol- 35 bucks. I definitely will return on a future trip to Philly, perhaps for fancy drinks."
Q3,friendly staff cafe,61074,1.0,negative,BM25,"{""BM25"": 9}",2,0,"Whatever you do, do not book this hotel through Travelocity.  You will end up paying Ritz Carlton prices for a basic hotel. Then they will charge you $20 for extra guest staying on top of the $$$ you paid to Travelocity even though you paid  $200 more per night than their listed rates on the hotel website. They don't cut you a break at all. They penny pinch you for everything.  It will be a lost battle trying to talk to Travelocity. Please do yourself a favor and stay somewhere else. Plenty of hotels to choose from around the area.  I paid $350 per night with Travelocity and the hotel website stated $159 per night for 4 people. No refund from Travelocity.  I will never ever stay at this place again and will never do business with Travelocity again."
Q3,friendly staff cafe,99614,5.0,positive,RRF,"{""RRF"": 9}",2,0,My husband and I randomly discovered this cafe and we were delightfully surprised with how awesome it is! The staff is so friendly and helpful and the food is delicious! I highly recommend this place!
Q3,friendly staff cafe,52877,5.0,positive,TFIDF,"{""TFIDF"": 10}",2,0,Went a couple weeks ago for the early show & laughed my arse off!!  Some of these guys really were pros!!
Q3,friendly staff cafe,88257,2.0,negative,BM25,"{""BM25"": 12}",2,0,"My husband and I decided to stay a night in our own city to celebrate our anniversary.  We usually don't take time to see the sights locally.  We chose the Hotel Indigo for its location, modern decor and we liked the fact it is a renovated older building.  It really was a disappointment.  Upon check in we were ""greeted"" by a nice, but ambivalent, desk clerk.  We were asked if we used valet parking.  We told him we did not.  He asked me to initial a form stating we parked ourselves, which I did.  We were checked into a wheelchair accessible room, which was fine but not necessary.  The room was very clean and well appointed.  But the shower had no door or curtain.  I thought they certainly designed it so that water would not end up all over the floor.  Wrong!  Despite the fact I tried everything I could to keep water from going everywhere, I still ended up with and inch or more of water ALL over the floor.  I used every clean towel (save for 1 to dry off with) to mop it up.  Not the end of the world, but very very irritating.  After getting ready, I attempted to call the front desk to ask for more towels so my husband could take a shower in the morning.  No answer...after calling several times.  We decided to ask the front desk clerk in person for more towels as we left for the evening.  We went downstairs and I told the same clerk who checked us in about the disaster of a shower.  He nodded as if he'd heard this problem many times before.  He told us he would contact someone to bring more towels up while we were out for the evening.  We went out for several hours and came back to the hotel.  I went into the room and straight to the bathroom to see if towels were brought as promised.  They were not!  And the soppy wet towels were still piled on the floor (no place to hang towels anywhere in the bathroom).  Oh...and when I took my shower earlier it was lukewarm at best.  NO hot water.  I didn't bother calling the front desk again (about the towels) since i was sure nobody would answer and my husband had to skip his morning shower.  Other irritations were the TV never worked properly and the wi-fi was very slow.  In the morning we noticed the bill had been slipped under the door and we took a look at it.  Even though we hadn't used valet, we had been charged $28 for valet parking.  Great.  When we checked out, the front desk clerk (a woman this time) actually thought we were lying about the valet.  I told her I had  initialed a document stating we didn't use valet and she obviously didn't believe we had done that.  After some convincing, we finally did get a credit.  But to make a guest feel like a liar...especially after the service we'd gotten since checking in....was ridiculous.  We won't be back. Pros:  Good location, clean rooms, nice toiletries (Aveda products), modern decor, nice linens Cons:  Terrible customer service, no shower doors or curtains in wheelchair accessible rooms, slow wi-fi, no hot water This hotel could be great.  What a disapointment."
Q3,friendly staff cafe,21674,4.0,positive,BM25,"{""BM25"": 13}",2,0,I was at the Hyatt a couple of weeks ago when I was in a wedding that was located in their indoor/outdoor space on the 18th floor. I didn't stay at the hotel but we got ready and took pictures in their bridal suite. The view of the Arch was fantastic but for regularly hosting brides I was surprised by the set up of the room with a heavy couch and side table in front of the window impairing pictures. We worked around it and got some good shots but the pictures were delayed by having to work around the furniture. The space for the wedding was beautiful with rooftop outdoor views for guests and an indoor space for the meal. They kept the bride behind sliding doors and slid them open to reveal her before walking down the aisle. It was so beautiful I couldn't keep the tears at bay. The dinner was good but wait staff was unorganized they forgot a plate or brought a wrong one during each course which I heard happened at other tables as well. They made the cake which was half red velvet and half caramel. We thought it was strange they didn't let us choose our flavor or give a smaller slice of each. They instead did every other person at the table and seemed annoyed when we swapped plates. You can't beat the price though with my friend winning the cake at a bridal show! A bonus for them was the two free nights at any Hyatt for their honeymoon which was another incentive to book. Overall it was a beautiful wedding and the staff did a great job organizing it.
Q3,friendly staff cafe,33642,5.0,positive,BM25,"{""BM25"": 14}",2,0,They were on-time and performed excellent work for a reasonable price. Would recommend to anyone needing new or repaired window screens.
Q3,friendly staff cafe,16185,4.0,positive,BM25,"{""BM25"": 15}",2,0,"Yummy food, good vibes, & nice service. Music wasn't too loud. Could hold a conversation without hearing everyone else's.   I had the Bird & Pig (the way it comes) with the Mac & Cheese.   I also had the Hukilau. Not a fan. It sounded sweeter than it was. Still giving it a 4 for the food service and atmosphere. It's not their fault I didn't like the alcohol.   Had a quick bite of the nachos and may have to orders those for the table next visit."
